address,vested,award,unlockSchedule,lumpSumMonth
0x0001E928a1bD3D38e9f59ACcC322B18558Bb6807,250000000000000000000,250000000000000000000,2,
0x0001e9D8d773Ea92F9ccB16b707f7fDcE3C40dC1,98830658754610500000,98830658754610500000,1,0
0x0001eA41176D21cd7d8d7134001E15f92AcfaD7B,212000000000000000000,212000000000000000000,1,0
0x0001Ee23Ce2278532508Fe5aB637fB4233a42C66,67247203481590400000,67247203481590400000,1,0
0x0001f14Ef1062E3020b4Ae3290561d91B912d41a,221000000000000000000,221000000000000000000,1,0
0x0001F1c6491D7d29609416C5165F41eCf94F5856,483000000000000000000,483000000000000000000,1,0
0x0001f4532D21a23343E017C26dE413f1Be3a6B46,402000000000000000000,402000000000000000000,1,0
0x0001F54107008fa88a9359CDa55F63232d6058ea,43571295568977200000,43571295568977200000,1,0
0x0001f686d12B0DaFf947931A4798d37279777e38,2000000000000000000000000,2000000000000000000000000,2,
0x0001F7AAf185DE17b82e59c804Ee5CfaD7CC9b51,500000000000000000000000,500000000000000000000000,1,13
0x0001f8C008EC6640271D269c2120bFe3737Ae4BE,21000000000000000000,21000000000000000000,1,0
0x0001F91cdC3F6669FC8CCbbE10649ab0916c3a7e,1006500000000000000000,1006500000000000000000,1,0
0x0001fA6Be4B54d6f1E4070c7C4EF714181458c3A,500000000000000000000,500000000000000000000,2,
0x0002002057E0Db237D704F744ABF19277F3059b2,997500000000000000000,997500000000000000000,1,0
0x000200E4D7ace6d1FD18334e0f9D1f5fD4EdD442,500000000000000000000000,500000000000000000000000,1,17
0x000203b3A3e840d9FFB5f0bBf512C7A31b796De4,500000000000000000000000,500000000000000000000000,1,35
0x0002084dA51Fe721eBDdc8Ad01931e805fAc8bf3,500000000000000000000000,500000000000000000000000,1,13
0x00020ee6571B71C16db1A481CA8dFd9d86c43B9F,1394700000000000000000,1394700000000000000000,1,0
0x000211628374Ea0C2d63d7273852d7a912D93a83,500000000000000000000000,500000000000000000000000,1,36
0x000212B35277ab5fe20FA19a8E039b6bBB82dE7E,500000000000000000000000,500000000000000000000000,1,27
0x00021583E867c1Cf5a5FD7d4069BCe7dd3D8a6c4,983919016438027000000,983919016438027000000,1,0
0x0002198966ecC9F38Acbfc846A4b9899292694a9,531000000000000000000,531000000000000000000,1,0
0x000219E958f3E96c3e85e359F99ac242B535f91F,500000000000000000000000,500000000000000000000000,1,61
0x00021bC053A692aC9D176704910249c877e820F5,247065436121748000000,247065436121748000000,1,0
0x00021c705647fBB624Ad54F1140F2Eb6055BB78c,448624493177795000000,448624493177795000000,1,0
0x00021c990d53a4Df47E90AEb7cA264692D2918cf,20500000000000000000000,20500000000000000000000,1,0
0x00021D435eb66a215Ae6C9E12DC0C58743Db2759,80800000000000000000,80800000000000000000,1,0
0x00022083C549855044f0b5875b86803698A2cB2C,500000000000000000000000,500000000000000000000000,1,17
